schema_version,finding_id,run_id,rule_id,category,severity,source_marker,sink_kind,sink_value,evidence_seq_start,evidence_seq_end,summary
1,finding:v1:7bbd948ca4227632ce303530d2f82284704a949477f3f643e9517ac58f5da9ed,run_e16639c58e151d4400255ce2,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7f09fee3a000 length uint64 1400832 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 155648 6 9304 d5289cf37afcff3ff98f0cd3077a70c175af537da7d0667022a12229d32b093a skillsissue-sandbox:local skillsissue-target-run_e16639c58e151d4400255ce2 d5289cf37afcff3ff98f0cd3077a70c175af537da7d0667022a12229d32b093a 9 mmap  d5289cf37afc 20688 21297 21297 skillsissue-detonation 4026532401 772224681 1 4026532404 3426264134 57 python3 3 139680907763712 detonation mmap 3426264134 57 1785490431838779049 1785490431840200966 65532,926,926,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:7bd8265e01e9a28023e96c8eff2c651d9a2c2259bf4c2e818db9fb66f5f1075e,run_609c25cea78bdd8dc1a2ab10,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7fdd1a82a000 length uint64 77824 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 12288 6 9154 010fe9413fd1ee8ae52a2aeae99838495a44902c0296b6bdab1f00439fa4bc3b skillsissue-sandbox:local skillsissue-target-run_609c25cea78bdd8dc1a2ab10 010fe9413fd1ee8ae52a2aeae99838495a44902c0296b6bdab1f00439fa4bc3b 9 mmap  010fe9413fd1 21337 21338 21338 skillsissue-detonation 4026532400 2563544437 66 4026532403 3226355282 67 python 3 140587609268224 detonation mmap 3226355282 67 1785490439343363851 1785490439344242789 65532,736,736,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:7be9f5e0071cd25b36d889d5d86406253dc1e728c12367d9f247a06b38bf119e,run_90bd4a2b42ae175c22f1ec3c,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7fafa233b000 length uint64 1400832 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 155648 6 9351 fc6de002573ef68a285250039d4e9551925ee99b8452bbc479c02c96fc322910 skillsissue-sandbox:local skillsissue-target-run_90bd4a2b42ae175c22f1ec3c fc6de002573ef68a285250039d4e9551925ee99b8452bbc479c02c96fc322910 9 mmap  fc6de002573e 21906 22422 22422 skillsissue-detonation 4026532402 1278290937 1 4026532405 2018044257 61 sh 0 140392317300736 detonation mmap 2018044257 61 1785511593173120560 1785511593174079634 65532,1460,1460,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:7c2a2082dd49c935420a99ece5b852c5c17eaba9e724777b8e3f994d46b49a36,run_5d0e0a04b63bae569efc4b24,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,/proc/meminfo,438,715,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:7c9ccadbe59f94fed50fb018c6430496a69f32603400b8adf7ae3f29b6674a8a,run_568975f41c6c610c56857c34,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7fe1ff1be000 length uint64 114688 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 16384 6 9043 474188aa7d8d4c4423041f49cf32629852efc39a048b3a8421ba69dc5717e043 skillsissue-sandbox:local skillsissue-target-run_568975f41c6c610c56857c34 474188aa7d8d4c4423041f49cf32629852efc39a048b3a8421ba69dc5717e043 9 mmap  474188aa7d8d 21471 21472 21472 skillsissue-detonation 4026532401 3536993035 78 4026532404 3560363052 79 python 2 140608624386048 detonation mmap 3560363052 79 1785490442467089144 1785490442468113253 65532,2081,2081,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:7cb997beaa7ec70f7269eb673b016294b36a6a2aece2e102572332bbfabdf597,run_609c25cea78bdd8dc1a2ab10,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7f388ee5f000 length uint64 438272 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 8192 6 9154 010fe9413fd1ee8ae52a2aeae99838495a44902c0296b6bdab1f00439fa4bc3b skillsissue-sandbox:local skillsissue-target-run_609c25cea78bdd8dc1a2ab10 010fe9413fd1ee8ae52a2aeae99838495a44902c0296b6bdab1f00439fa4bc3b 9 mmap  010fe9413fd1 21332 21334 21334 skillsissue-detonation 4026532400 849861879 61 4026532403 191383607 63 grep 1 139880892329984 detonation mmap 191383607 63 1785490439141493215 1785490439142225169 65532,425,425,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:7cc374d51b8fda34d902e22811f11186f93431e63086e9e16ffdce3ac82d7312,run_568975f41c6c610c56857c34,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7fa18a2f5000 length uint64 118784 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 16384 6 9043 474188aa7d8d4c4423041f49cf32629852efc39a048b3a8421ba69dc5717e043 skillsissue-sandbox:local skillsissue-target-run_568975f41c6c610c56857c34 474188aa7d8d4c4423041f49cf32629852efc39a048b3a8421ba69dc5717e043 9 mmap  474188aa7d8d 20834 21483 21483 skillsissue-detonation 4026532401 3966263418 1 4026532404 678470525 82 python3 3 140331784818688 detonation mmap 678470525 82 1785490442668206237 1785490442726850926 65532,3092,3092,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:7cfe82593638220e87fd1b18dc4542cbb286ac6dbbb4ff2062d2dda209a8deda,run_62eca544fcc9067cda7b7a37,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7f73cb4d8000 length uint64 1400832 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 155648 6 9018 894ef5d139ecc8dacefcfcf38f28ceaf46fae169c712468ceedc939bafb093d3 skillsissue-sandbox:local skillsissue-target-run_62eca544fcc9067cda7b7a37 894ef5d139ecc8dacefcfcf38f28ceaf46fae169c712468ceedc939bafb093d3 9 mmap  894ef5d139ec 21332 21333 21333 skillsissue-detonation 4026532401 3673325336 78 4026532404 1929683009 79 python 3 140135308820480 detonation mmap 1929683009 79 1785506382598973385 1785506382600287316 65532,2095,2095,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:7d23b7566900457d73eb8426ed9651e1f6a782c5f9504a20cba6351236d41742,run_b14f84a44f360a1a23202eec,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,/proc/meminfo,453,730,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:7d9db1105aa838f6fa6eff559e0ada627f32b9aac74162424e68eac526c4e8b7,run_62eca544fcc9067cda7b7a37,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7fe8cc2cc000 length uint64 1400832 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 155648 6 9018 894ef5d139ecc8dacefcfcf38f28ceaf46fae169c712468ceedc939bafb093d3 skillsissue-sandbox:local skillsissue-target-run_62eca544fcc9067cda7b7a37 894ef5d139ecc8dacefcfcf38f28ceaf46fae169c712468ceedc939bafb093d3 9 mmap  894ef5d139ec 21342 21343 21343 skillsissue-detonation 4026532401 1646753988 80 4026532404 4267608836 81 python 2 140637834625024 detonation mmap 4267608836 81 1785506382700023359 1785506382701374389 65532,2298,2298,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:7d9ee464616d2ff26825672b0119e3c7e520929ee731e0a4979a9f2128f498a8,run_b74681f63891cd430a4c7573,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7fbe4d1c5000 length uint64 118784 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 16384 6 9609 6652241fde6bd9fb08fc33cbde81f5bdc9a3cbc6aa9cb5bd9ca6224cea5bd362 skillsissue-sandbox:local skillsissue-target-run_b74681f63891cd430a4c7573 6652241fde6bd9fb08fc33cbde81f5bdc9a3cbc6aa9cb5bd9ca6224cea5bd362 9 mmap  6652241fde6b 23005 23562 23562 skillsissue-detonation 4026532401 76562060 1 4026532404 3659016440 62 python3 3 140455314214912 detonation mmap 3659016440 62 1785511587131695905 1785511587187019915 65532,1252,1252,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:7da83579baabcdd7cbaa009afeea3688aa606d2c67262c760b1b3dff86cbfbd8,run_e78197e8b9bb7f474b73e47a,confidentiality.sensitive_to_untrusted_network,confidentiality,critical,/etc/hosts,dns,ab.chatgpt.com,7592,7603,Sensitive marker or source reached an untrusted network endpoint
1,finding:v1:7daed96eefde65b6ef854c159d9d7e48f52c9019b677b2c75513e6a3e083ba23,run_e16639c58e151d4400255ce2,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7fc7cc6f2000 length uint64 1400832 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 155648 6 9304 d5289cf37afcff3ff98f0cd3077a70c175af537da7d0667022a12229d32b093a skillsissue-sandbox:local skillsissue-target-run_e16639c58e151d4400255ce2 d5289cf37afcff3ff98f0cd3077a70c175af537da7d0667022a12229d32b093a 9 mmap  d5289cf37afc 20688 21299 21299 skillsissue-detonation 4026532401 772224681 1 4026532404 2129488018 59 python3 3 140496105054208 detonation mmap 2129488018 59 1785490432042294430 1785490432043839589 65532,1597,1597,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:7def571cf743a5ee0ae614a05dede70a584cb953e03bc6e34da4793963dece32,run_8e0d489f543a9736ca87f172,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7fa29b3d4000 length uint64 114688 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 16384 6 9118 4e7fae95a4b68e4161f4a73a7ec8c6168e9f81a239563f4d071b7a615b6f1a61 skillsissue-sandbox:local skillsissue-target-run_8e0d489f543a9736ca87f172 4e7fae95a4b68e4161f4a73a7ec8c6168e9f81a239563f4d071b7a615b6f1a61 9 mmap  4e7fae95a4b6 21322 21323 21323 skillsissue-detonation 4026532401 4203532536 66 4026532404 3196456543 67 python 1 140336365912064 detonation mmap 3196456543 67 1785511553396607156 1785511553397565124 65532,727,727,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:7e0f963b12e5970adce7789b9c58a3f9a593b6f36556de75e2ede09db203cb45,run_66e83be9ddc6619fedbbb470,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7feda99c5000 length uint64 475136 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 65536 6 9584 07caffc0c123bc44705d8b81b3f74f07af8bc3cb2daef881a3cbabff30832b53 skillsissue-sandbox:local skillsissue-target-run_66e83be9ddc6619fedbbb470 07caffc0c123bc44705d8b81b3f74f07af8bc3cb2daef881a3cbabff30832b53 9 mmap  07caffc0c123 23744 23747 23747 skillsissue-detonation 4026532400 4236544225 57 4026532403 3422972182 60 find 2 140658729570304 detonation mmap 3422972182 60 1785511594230152113 1785511594231187201 65532,664,664,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:7e1fe8c98f6b75717cbef633b84466caac9ac56fe0fda00955df8007454b51ff,run_c31204c610bcf3d0d0c2ce32,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7fa1df79b000 length uint64 1400832 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 155648 6 9473 1d1895827179642a0afab9d4fb474c398e9576cb0c18de574d537a5b4397549f skillsissue-sandbox:local skillsissue-target-run_c31204c610bcf3d0d0c2ce32 1d1895827179642a0afab9d4fb474c398e9576cb0c18de574d537a5b4397549f 9 mmap  1d1895827179 23453 24013 24013 skillsissue-detonation 4026532337 2165286674 1 4026532403 335952478 62 sh 0 140333215756288 detonation mmap 335952478 62 1785511597633926496 1785511597634862795 65532,452,452,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:7e2b23ef73d3afdc4445e5f96ef0d18e53fb4ed103725647363b87483cac34a6,run_9e9d525204a1c93aca181565,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7f238097b000 length uint64 1400832 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 155648 6 10042 4fc4502e1b6664dd9e903171f99affb257862176914d93fe525935cd5575cd43 skillsissue-sandbox:local skillsissue-target-run_9e9d525204a1c93aca181565 4fc4502e1b6664dd9e903171f99affb257862176914d93fe525935cd5575cd43 9 mmap  4fc4502e1b66 24383 24949 24949 skillsissue-detonation 4026532401 1905591107 1 4026532405 3503271198 67 sh 2 139790458007552 detonation mmap 3503271198 67 1785511598545577370 1785511598546507075 65532,499,499,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:7e2c402f8283b2fba5ae16eb19bd97b3d641ecf6ce09e7ceceb660237a5e8cd3,run_f618d7251fe6b58ee8a9933c,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7f939d010000 length uint64 1400832 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 155648 6 9043 e2b4757f30c30a1a88ac7c358bd6726cc132945404d408a554a444cd8181b100 skillsissue-sandbox:local skillsissue-target-run_f618d7251fe6b58ee8a9933c e2b4757f30c30a1a88ac7c358bd6726cc132945404d408a554a444cd8181b100 9 mmap  e2b4757f30c3 21347 21348 21348 skillsissue-detonation 4026532401 2052088011 74 4026532404 3600463440 75 python 0 140271971008512 detonation mmap 3600463440 75 1785509545461830494 1785509545463043860 65532,1589,1589,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:7e9c6e9fbb10c0f3f64250cb4244ff4c470a94e5ae7965af86f17e1c57da3050,run_e4e5a35fefe1708dcaa387a3,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7fb7d99a5000 length uint64 69632 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 61440 6 9301 469ba68c2410ee938e27b5926eb9ca35dd21c045a8f2e11a3b4d0200ed69f1bd skillsissue-sandbox:local skillsissue-target-run_e4e5a35fefe1708dcaa387a3 469ba68c2410ee938e27b5926eb9ca35dd21c045a8f2e11a3b4d0200ed69f1bd 9 mmap  469ba68c2410 22541 22542 22542 skillsissue-detonation 4026532336 1462722605 63 4026532403 2483274859 64 bash 3 140427606511616 detonation mmap 2483274859 64 1785511575126910553 1785511575127607667 65532,480,480,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:7efeee9cd4e6e56715782241600a21e1cdf1c1dccc09d9337c97ea0b61f725a0,run_0081ee7c8c9f451881e98edf,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7f067b616000 length uint64 626688 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 176128 6 9953 00704d92c4b77765e5dc378bdc272658c2888775bc2120f4978731ca484ae59e skillsissue-sandbox:local skillsissue-target-run_0081ee7c8c9f451881e98edf 00704d92c4b77765e5dc378bdc272658c2888775bc2120f4978731ca484ae59e 9 mmap  00704d92c4b7 24833 24834 24834 skillsissue-detonation 4026532401 2063440300 73 4026532405 1445321788 74 curl 0 139665816510464 detonation mmap 1445321788 74 1785511617994742156 1785511618001301809 65532,1917,1917,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:7f03288dfa483a444fd79af8daddd988f193bb87939cacf951f10ac5c9faa01e,run_d5300416799143c3e477d2f6,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7fdf5b2ac000 length uint64 114688 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 16384 6 9365 0fd061b3b0169bc10193c37df4a1f7d2ca0a7bcc24b725d36117c21a0ae13fd3 skillsissue-sandbox:local skillsissue-target-run_d5300416799143c3e477d2f6 0fd061b3b0169bc10193c37df4a1f7d2ca0a7bcc24b725d36117c21a0ae13fd3 9 mmap  0fd061b3b016 20727 21356 21356 skillsissue-detonation 4026532401 4037558632 1 4026532404 1859801228 66 python3 1 140597283962880 detonation mmap 1859801228 66 1785509549099231718 1785509549100659622 65532,2121,2121,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:7f092878d23199444641c768c378ece0f0c531057f29e543cc8b329d22656e01,run_afea2b428466d94c61a3b1ff,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7f46d79cc000 length uint64 1400832 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 155648 6 9878 997c184b1bb8841fb04650f33caf66be5da93a93080509792d015de388968153 skillsissue-sandbox:local skillsissue-target-run_afea2b428466d94c61a3b1ff 997c184b1bb8841fb04650f33caf66be5da93a93080509792d015de388968153 9 mmap  997c184b1bb8 24312 24825 24825 skillsissue-detonation 4026532402 787947859 1 4026532405 4088536370 55 sh 0 139942241812480 detonation mmap 4088536370 55 1785511603267227956 1785511603268028428 65532,346,346,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:7f5da84c13d00bbef0c1e5c5990a638422bf4c18c52a265d3892b4740d18ed26,run_62eca544fcc9067cda7b7a37,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7fb49f47e000 length uint64 114688 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 16384 6 9018 894ef5d139ecc8dacefcfcf38f28ceaf46fae169c712468ceedc939bafb093d3 skillsissue-sandbox:local skillsissue-target-run_62eca544fcc9067cda7b7a37 894ef5d139ecc8dacefcfcf38f28ceaf46fae169c712468ceedc939bafb093d3 9 mmap  894ef5d139ec 21317 21318 21318 skillsissue-detonation 4026532401 4238816214 64 4026532404 3887586381 65 python 0 140413743128576 detonation mmap 3887586381 65 1785506381889671995 1785506381890658773 65532,665,665,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:7f890eff830a47933074485a677edb2c1eee0aadc965b40550c5af08afe562ad,run_e313c85d88056e7acd773594,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7fabc950d000 length uint64 2609152 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 806912 6 9498 c96bd342f07b3aab9eaf46cdf9ca84e47d3445182b6660db0cf5daefd3cd7ff0 skillsissue-sandbox:local skillsissue-target-run_e313c85d88056e7acd773594 c96bd342f07b3aab9eaf46cdf9ca84e47d3445182b6660db0cf5daefd3cd7ff0 9 mmap  c96bd342f07b 23688 23689 23689 skillsissue-detonation 4026532401 2198443501 77 4026532404 1098223113 78 python 2 140375793651712 detonation mmap 1098223113 78 1785511593790053698 1785511593853057835 65532,2970,2970,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:7fb948a8ac65abdcb913652b389d158cdda52444c8cbdf42e28578e0292b9a6d,run_521fca8b1655a2eaa44358a5,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7f810d3e8000 length uint64 1400832 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 155648 6 9451 efb9b84d78673479f21b4b1f4045ffbf4fcbdc490a00edb1556fc5c8776c4ef6 skillsissue-sandbox:local skillsissue-target-run_521fca8b1655a2eaa44358a5 efb9b84d78673479f21b4b1f4045ffbf4fcbdc490a00edb1556fc5c8776c4ef6 9 mmap  efb9b84d7867 21960 22527 22527 skillsissue-detonation 4026532401 2179494592 1 4026532404 4116436333 69 sh 3 140192249708544 detonation mmap 4116436333 69 1785511565570984080 1785511565571848370 65532,805,805,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:7fdd32ba8b537c78217d1f5401fb0abb994d4dd439214797b709c142745cfb83,run_83ecdb2df3e7d1ddd62bc2d8,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7fb88ea8b000 length uint64 2609152 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 806912 6 8982 483d7cd350fd165e7bc8e5c7191a163f00d2ffdfe53c1d345082e3c5ad4d25c0 skillsissue-sandbox:local skillsissue-target-run_83ecdb2df3e7d1ddd62bc2d8 483d7cd350fd165e7bc8e5c7191a163f00d2ffdfe53c1d345082e3c5ad4d25c0 9 mmap  483d7cd350fd 20469 21011 21011 skillsissue-detonation 4026532448 2737884741 1 4026532451 3494262228 51 python3 1 140430644129792 detonation mmap 3494262228 51 1785511531156149740 1785511531205304534 65532,1260,1260,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:7ff03b4d8fa8e0406a5d228b1c98805e2de3e0e912ba80af5e6ade8d2e4a39de,run_c9738c1c17ca3d0c907525b8,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7fe1ca9b7000 length uint64 4096 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 4096 6 9215 d4a59ea6f1af5e116697675fc7f5a59ec578931e7a5721baa31e2455613d1970 skillsissue-sandbox:local skillsissue-target-run_c9738c1c17ca3d0c907525b8 d4a59ea6f1af5e116697675fc7f5a59ec578931e7a5721baa31e2455613d1970 9 mmap  d4a59ea6f1af 22828 22829 22829 skillsissue-detonation 4026532401 500070184 79 4026532404 1575307437 80 python 0 140607743553536 detonation mmap 1575307437 80 1785511585197157129 1785511585237478102 65532,2501,2501,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:80126a917eec063c348442401ac2fc7c5091508fc8948b61e5d4c6fc61050826,run_872aa26266a0557d6918aabe,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7f28897be000 length uint64 77824 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 12288 6 9104 2c44de988926151e1b8a2f2569d26b8f41120ab074f9ce124d29571792b635f2 skillsissue-sandbox:local skillsissue-target-run_872aa26266a0557d6918aabe 2c44de988926151e1b8a2f2569d26b8f41120ab074f9ce124d29571792b635f2 9 mmap  2c44de988926 20690 21320 21320 skillsissue-detonation 4026532400 1471477463 1 4026532403 2252694714 66 python3 1 139812082016256 detonation mmap 2252694714 66 1785489241434717720 1785489241435815685 65532,2119,2119,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:8028a8066024cf41ec68caa1cba7a4aa9895540df7ad7af20f41cae4cb779300,run_830f08ad4a52cbf1f2d4ded9,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7f980d192000 length uint64 77824 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 12288 6 9634 46e223e906fbed88d91df0771e15636c1db7889fc9bfab27cd86d86f57845126 skillsissue-sandbox:local skillsissue-target-run_830f08ad4a52cbf1f2d4ded9 46e223e906fbed88d91df0771e15636c1db7889fc9bfab27cd86d86f57845126 9 mmap  46e223e906fb 23629 23630 23630 skillsissue-detonation 4026532336 314606561 61 4026532403 3969310071 62 python 3 140291031506944 detonation mmap 3969310071 62 1785511573721379674 1785511573722180044 65532,605,605,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:804978c072e0ff26d61f83cdab9d4aa7900761ec59ad3b00ca3556698ce590ab,run_56b3ee099af0ba27d2681f57,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7f57d67d0000 length uint64 475136 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 65536 6 9903 e7b5c8018a987988467946ae6b5e09bed646477ce4b1d3553cbb340ee8e92c3a skillsissue-sandbox:local skillsissue-target-run_56b3ee099af0ba27d2681f57 e7b5c8018a987988467946ae6b5e09bed646477ce4b1d3553cbb340ee8e92c3a 9 mmap  e7b5c8018a98 24892 24893 24893 skillsissue-detonation 4026532401 3733805093 61 4026532404 2536993141 62 python 2 140015237398528 detonation mmap 2536993141 62 1785511601848272862 1785511601848910772 65532,674,674,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:8078ca2fcff3d28245873344e9a45d40533b4da686112987cd39b3bef6ae824e,run_08df4adeedbe7e8f0cd64e96,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7fd5a2d61000 length uint64 262144 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 73728 6 9709 664a5275a8c643e048dca5cbed67f0ee0e506314311fae3b52e5eaff56d12c4e skillsissue-sandbox:local skillsissue-target-run_08df4adeedbe7e8f0cd64e96 664a5275a8c643e048dca5cbed67f0ee0e506314311fae3b52e5eaff56d12c4e 9 mmap  664a5275a8c6 23719 23720 23720 skillsissue-detonation 4026532400 51103400 62 4026532403 3759362535 63 curl 2 140555536699392 detonation mmap 3759362535 63 1785511576938090844 1785511576942117897 65532,1293,1293,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:80f9e72d01e1a39065cf49234331986d73d13477663f938bf6867f82441dc295,run_e313c85d88056e7acd773594,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7fd1c8a37000 length uint64 4096 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 4096 6 9498 c96bd342f07b3aab9eaf46cdf9ca84e47d3445182b6660db0cf5daefd3cd7ff0 skillsissue-sandbox:local skillsissue-target-run_e313c85d88056e7acd773594 c96bd342f07b3aab9eaf46cdf9ca84e47d3445182b6660db0cf5daefd3cd7ff0 9 mmap  c96bd342f07b 23673 23680 23680 skillsissue-detonation 4026532401 3789412187 63 4026532404 2837377650 69 claude.exe 3 140538991046656 detonation mmap 2837377650 69 1785511593411209858 1785511593412165468 65532,1250,1250,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:80fe11b7e0d8283d7e233cb8a0634db8ed391b3b191d70b40ecabaa4963e2f0f,run_d5300416799143c3e477d2f6,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7f6c59ce2000 length uint64 77824 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 12288 6 9365 0fd061b3b0169bc10193c37df4a1f7d2ca0a7bcc24b725d36117c21a0ae13fd3 skillsissue-sandbox:local skillsissue-target-run_d5300416799143c3e477d2f6 0fd061b3b0169bc10193c37df4a1f7d2ca0a7bcc24b725d36117c21a0ae13fd3 9 mmap  0fd061b3b016 20727 21352 21352 skillsissue-detonation 4026532401 4037558632 1 4026532404 1861324029 63 python3 1 140103339876352 detonation mmap 1861324029 63 1785509548793753416 1785509548794927977 65532,998,998,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:8141bc317d5cf84eafef5b3486f964193c709314d6b7c5ac62c4429b1bfc828b,run_90bd4a2b42ae175c22f1ec3c,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7f5691f4f000 length uint64 1400832 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 155648 6 9351 fc6de002573ef68a285250039d4e9551925ee99b8452bbc479c02c96fc322910 skillsissue-sandbox:local skillsissue-target-run_90bd4a2b42ae175c22f1ec3c fc6de002573ef68a285250039d4e9551925ee99b8452bbc479c02c96fc322910 9 mmap  fc6de002573e 21906 22421 22421 skillsissue-detonation 4026532402 1278290937 1 4026532405 1112763125 60 sh 2 140009792663552 detonation mmap 1112763125 60 1785511593069151633 1785511593070158658 65532,1295,1295,"Observed process injection, executable anonymous memory, or memory-resident execution"
